IMb,IMb Serial Number,Scan DateTime,Scan Event Code,Scan Facility ZIP,Mail Phase,Expected Delivery Date,Anticipated Delivery Date
0027120014602222107960123562953,022221079,2020-09-02 19:49:40-0500,894,60199,Phase 2b - Destination SCF Processing,2020-09-04,
0027020014602474751255446139430,024747512,2020-09-02 22:40:03-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027120014602235593489118524175,022355934,2020-09-02 17:15:26-0700,894,89199,Phase 2b - Destination SCF Processing,2020-09-04,
0027120014602203604130621201531,022036041,2020-09-02 21:00:42-0400,894,30026,Phase 2b - Destination SCF Processing,2020-09-03,
0027020014600276171907039292025,002761719,2020-09-02 19:30:12-0400,896,07099,Phase 3a - Destination Secondary Processing,2020-09-04,2020-09-03
0027120014602116885285142180635,021168852,2020-09-02 16:53:01-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602116884685140350192,021168846,2020-09-02 16:52:59-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602203631130655401253,022036311,2020-09-02 20:50:27-0400,894,30026,Phase 2b - Destination SCF Processing,2020-09-03,
0027120014602116833985041352334,021168339,2020-09-02 16:12:49-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602273485787701417307,022734857,2020-09-02 16:51:46-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602222162760143248601,022221627,2020-09-02 19:51:42-0500,894,60199,Phase 2b - Destination SCF Processing,2020-09-04,
0027120014602181896807066294205,021818968,2020-09-02 17:13:25-0400,894,07099,Phase 2b - Destination SCF Processing,2020-09-05,
0027120014600642065692054545038,006420656,2020-09-02 20:37:59-0700,481,92799,Phase 1a - Origin Primary Processing,,
0027120014602128260875240360442,021282608,2020-09-02 18:52:17-0500,891,78284,Phase 1a - Origin Primary Processing,,
0027120014602222067860108294083,022220678,2020-09-02 19:48:46-0500,894,60199,Phase 2b - Destination SCF Processing,2020-09-04,
0027020014600276214021128961210,002762140,2020-09-02 19:08:27-0400,484,21090,Phase 2b - Destination SCF Processing,2020-09-03,
0027120014602211545141832904005,022115451,2020-09-02 19:22:41-0400,896,37950,Phase 3a - Destination Secondary Processing,2020-09-04,2020-09-03
0027020014600275764921113300018,002757649,2020-09-02 19:37:00-0400,484,21090,Phase 2b - Destination SCF Processing,2020-09-03,
0027020014600276916821144080404,002769168,2020-09-02 19:07:11-0400,484,21090,Phase 2b - Destination SCF Processing,2020-09-03,
0027120014602116888485142374266,021168884,2020-09-02 16:53:02-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602181860207041120313,021818602,2020-09-02 17:09:26-0400,894,07099,Phase 2b - Destination SCF Processing,2020-09-05,
0027120014602181526207974141025,021815262,2020-09-02 19:00:05-0400,896,07099,Phase 3a - Destination Secondary Processing,2020-09-05,2020-09-03
0027120014602222082960115206811,022220829,2020-09-02 19:48:32-0500,894,60199,Phase 2b - Destination SCF Processing,2020-09-04,
0027020014602474900587576970003,024749005,2020-09-02 22:20:10-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027120014602116884085140531728,021168840,2020-09-02 16:52:59-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602182029907208103011,021820299,2020-09-02 17:05:11-0400,894,07099,Phase 2b - Destination SCF Processing,2020-09-05,
0027120014602239643491911163462,022396434,2020-09-02 20:38:05-0700,896,92199,Phase 3a - Destination Secondary Processing,,2020-09-03
0027120014602128560077630888106,021285600,2020-09-02 16:05:31-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602273491187732050101,022734911,2020-09-02 16:51:50-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602181701308886291756,021817013,2020-09-02 19:12:43-0400,383,07099,Phase 2a - Destination MMP Processing,2020-09-05,
0027120014602078414487305053131,020784144,2020-09-02 16:36:54-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602117952693035177310,021179526,2020-09-02 20:55:31-0700,004,93199,Phase 0 - Origin Processing Cancellation of Postage,,
0027120014602154317185258211137,021543171,2020-09-02 16:15:09-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602116836285041575307,021168362,2020-09-02 16:12:50-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014600203181485281870305,002031814,2020-09-02 16:12:40-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014600187801475189678667,001878014,2020-09-02 18:06:55-0500,483,75260,Phase 2a - Destination MMP Processing,,
0027120014602181514207928163115,021815142,2020-09-02 19:00:07-0400,896,07099,Phase 3a - Destination Secondary Processing,2020-09-05,2020-09-03
0031120014600020014624946,000200146,2020-09-02 23:52:30-0400,896,25350,Phase 3a - Destination Secondary Processing,,2020-09-03
0027120014600203263185615918585,002032631,2020-09-02 16:53:05-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602128560477630173836,021285604,2020-09-02 16:05:30-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602239644591913264416,022396445,2020-09-02 20:54:51-0700,896,92199,Phase 3a - Destination Secondary Processing,,2020-09-03
0027020014600276229928658920525,002762299,2020-09-02 18:54:22-0400,896,27498,Phase 3a - Destination Secondary Processing,2020-09-03,2020-09-03
0027120014602116884385140814900,021168843,2020-09-02 16:53:11-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602128259075236210108,021282590,2020-09-02 18:52:17-0500,891,78284,Phase 1a - Origin Primary Processing,,
0027120014602182065707940231821,021820657,2020-09-02 16:43:47-0400,894,07099,Phase 2b - Destination SCF Processing,2020-09-05,
0027120014602273488087701943301,022734880,2020-09-02 16:51:48-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602090805686322791625,020908056,2020-09-02 16:53:07-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602116803285021248015,021168032,2020-09-02 16:14:54-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602182110908817370308,021821109,2020-09-02 17:03:10-0400,894,07099,Phase 2b - Destination SCF Processing,2020-09-05,
0027120014602090716985281442019,020907169,2020-09-02 16:12:45-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602154325885266671580,021543258,2020-09-02 16:15:05-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602117201386322600427,021172013,2020-09-02 16:53:10-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602203518430521021818,022035184,2020-09-02 20:30:22-0400,894,30026,Phase 2b - Destination SCF Processing,2020-09-03,
0027120014602166740285050836490,021667402,2020-09-02 15:57:02-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602166909886325583320,021669098,2020-09-02 16:48:30-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014600642065792054573303,006420657,2020-09-02 20:37:59-0700,481,92799,Phase 1a - Origin Primary Processing,,
0027120014602116833685040121406,021168336,2020-09-02 16:12:47-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602090612985021575933,020906129,2020-09-02 16:14:53-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602104654443420204010,021046544,2020-09-02 23:52:42-0400,481,46802,Phase 1a - Origin Primary Processing,,
0027020014600275989821401322602,002759898,2020-09-02 19:37:02-0400,484,21090,Phase 2b - Destination SCF Processing,2020-09-03,
0027120014602089047564118201711,020890475,2020-09-02 22:46:53-0500,481,65299,Phase 1a - Origin Primary Processing,,
0027120014602090645385120847828,020906453,2020-09-02 16:04:36-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602086403930701530158,020864039,2020-09-02 19:42:52-0400,896,37421,Phase 3a - Destination Secondary Processing,,2020-09-03
0027120014602071733223059570100,020717332,2020-09-02 23:51:29-0400,004,23150,Phase 0 - Origin Processing Cancellation of Postage,,
0027120014602153610977632530327,021536109,2020-09-02 16:05:26-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602181910507070111907,021819105,2020-09-02 17:06:08-0400,894,07099,Phase 2b - Destination SCF Processing,2020-09-05,
0027120014602116828385032310901,021168283,2020-09-02 16:52:58-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602129394086322493577,021293940,2020-09-02 16:52:50-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602129393886322858823,021293938,2020-09-02 16:52:51-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027020014600695982348103363602,006959823,2020-09-02 21:55:29-0400,891,23150,Phase 1a - Origin Primary Processing,2020-09-08,
0027120014602154450785706261814,021544507,2020-09-02 16:46:13-0700,894,85026,Phase 2b - Destination SCF Processing,,
00271200146022371299,022371299,2020-09-02 20:39:36-0700,896,90052,Phase 3a - Destination Secondary Processing,,2020-09-03
0027120014602129333585338282019,021293335,2020-09-02 16:35:02-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014600198192892114662774,001981928,2020-09-02 20:29:26-0700,481,92799,Phase 1a - Origin Primary Processing,,
0027120014602154983995008153526,021549839,2020-09-02 20:34:20-0700,891,95101,Phase 1a - Origin Primary Processing,,
0027120014602222995160543948920,022229951,2020-09-02 22:30:44-0500,896,60499,Phase 3a - Destination Secondary Processing,,2020-09-03
0027120014602273390687301496916,022733906,2020-09-02 16:36:51-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602166751285120618425,021667512,2020-09-02 16:06:57-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602211176737876637309,022111767,2020-09-02 23:05:17-0400,896,37950,Phase 3a - Destination Secondary Processing,,2020-09-03
0027120014602182136008827453001,021821360,2020-09-02 16:29:14-0400,894,07099,Phase 2b - Destination SCF Processing,2020-09-05,
0027120014602182156808840263117,021821568,2020-09-02 18:26:45-0400,894,07099,Phase 2b - Destination SCF Processing,2020-09-05,
0027120014600644647972032851220,006446479,2020-09-02 17:50:06-0500,481,72231,Phase 1a - Origin Primary Processing,,
0027120014602079809501923150218,020798095,2020-09-02 18:21:41-0400,896,02205,Phase 3a - Destination Secondary Processing,,2020-09-03
0027120014600203180785281282135,002031807,2020-09-02 16:12:39-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602222120860131248912,022221208,2020-09-02 19:40:36-0500,894,60199,Phase 2b - Destination SCF Processing,2020-09-04,
0027120014602106079377388421314,021060793,2020-09-02 16:12:23-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602182207908863140524,021822079,2020-09-02 18:26:53-0400,894,07099,Phase 2b - Destination SCF Processing,2020-09-05,
0027120014602116852385051407501,021168523,2020-09-02 16:14:59-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027120014602203322530019299382,022033225,2020-09-02 21:02:01-0400,894,30026,Phase 2b - Destination SCF Processing,2020-09-03,
0027120014600643113592596843834,006431135,2020-09-02 17:06:07-0700,894,92553,Phase 2b - Destination SCF Processing,2020-09-04,
0027020014602474678644730948950,024746786,2020-09-02 22:46:48-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027120014602222103360123593950,022221033,2020-09-02 19:49:46-0500,894,60199,Phase 2b - Destination SCF Processing,2020-09-04,
0027020014602475384111377484230,024753841,2020-09-02 22:45:35-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027120014602182171408854286232,021821714,2020-09-02 16:57:47-0400,894,07099,Phase 2b - Destination SCF Processing,2020-09-05,
0027020014602474816070360670133,024748160,2020-09-02 22:36:16-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475457820191412418,024754578,2020-09-02 22:44:43-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474553830568313463,024745538,2020-09-02 22:42:15-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027120014602117060885307502274,021170608,2020-09-02 15:00:54-0700,896,85026,Phase 3a - Destination Secondary Processing,,2020-09-03
0027120014602216732348382454270,022167323,2020-09-02 15:54:51-0400,893,48340,Phase 2a - Destination MMP Processing,2020-09-04,
0027020014602475357408033147089,024753574,2020-09-02 22:46:09-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475353407670102755,024753534,2020-09-02 22:46:14-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475348907456183208,024753489,2020-09-02 22:46:19-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475384711385500841,024753847,2020-09-02 22:45:35-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475368208721246907,024753682,2020-09-02 22:45:53-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474877179410311812,024748771,2020-09-02 22:44:28-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474320002111102703,024743200,2020-09-02 22:47:50-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475352507648230006,024753525,2020-09-02 22:46:15-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027120014602257418931015889539,022574189,2020-09-02 18:39:21-0400,481,30026,Phase 1a - Origin Primary Processing,,
0027120014602078313186323043636,020783131,2020-09-02 15:01:10-0700,896,85026,Phase 3a - Destination Secondary Processing,,2020-09-03
0027120014602129203785024756142,021292037,2020-09-02 15:59:36-0700,894,85026,Phase 2b - Destination SCF Processing,,
0027020014602474677444460955485,024746774,2020-09-02 22:46:47-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474417011790161709,024744170,2020-09-02 22:43:52-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474702848315420541,024747028,2020-09-02 22:47:18-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475352607657201092,024753526,2020-09-02 22:46:15-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474411011706884910,024744110,2020-09-02 22:43:45-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027120014602222299860305211246,022222998,2020-09-02 19:45:33-0500,894,60199,Phase 2b - Destination SCF Processing,2020-09-04,
0027020014602475355107834964910,024753551,2020-09-02 22:46:12-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474868276550246006,024748682,2020-09-02 22:44:15-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474318401921210238,024743184,2020-09-02 22:47:48-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474760260033171007,024747602,2020-09-02 22:40:13-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474883582901780921,024748835,2020-09-02 22:44:36-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475467220854150401,024754672,2020-09-02 22:45:00-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474408911559124277,024744089,2020-09-02 22:43:43-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475483626753976065,024754836,2020-09-02 22:45:09-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474570432086507417,024745704,2020-09-02 22:43:12-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475387111024121307,024753871,2020-09-02 22:45:32-0400,891,23150,Phase 1a - Origin Primary Processing,,
